n1, n2, n3, alg, wt_c1, tat_c1, wt_c2, tat_c2, wt_c3, tat_c3,
100000, 10, 100000, FCFS, 0.037, 11.745, 11.752, 27.593, 27.601, 74.289, 
100000, 10, 1000000, RR, 0.021, 24.669, 24.677, 35.284, 64.103, 207.968, 
100000, 10, 1000000, FCFS, 0.022, 40.289, 40.294, 43.862, 43.882, 188.299, 
100000, 100, 10, RR, 0.016, 28.079, 28.101, 40.933, 40.939, 49.105, 
100000, 100, 10, FCFS, 0.076, 14.799, 14.802, 15.606, 15.608, 23.321, 
100000, 100, 100, RR, 0.052, 37.601, 37.605, 50.045, 50.055, 56.707, 
100000, 100, 100, FCFS, 0.030, 24.955, 24.962, 32.975, 32.981, 40.079, 
100000, 100, 1000, RR, 0.022, 30.978, 30.987, 43.939, 43.948, 49.132, 
100000, 100, 1000, FCFS, 0.025, 12.866, 12.872, 14.880, 14.899, 28.485, 
100000, 100, 10000, RR, 0.022, 14.083, 14.088, 20.011, 20.014, 27.778, 
100000, 100, 10000, FCFS, 0.049, 30.029, 30.033, 37.622, 37.626, 39.179, 
100000, 100, 100000, RR, 0.024, 38.115, 38.121, 43.377, 43.479, 61.426, 
100000, 100, 100000, FCFS, 0.079, 32.131, 32.154, 39.767, 39.798, 53.376, 
100000, 100, 1000000, RR, 0.023, 38.784, 38.812, 51.028, 86.704, 209.590, 
100000, 100, 1000000, FCFS, 0.055, 25.641, 25.644, 27.751, 27.753, 167.254, 
100000, 1000, 10, RR, 36.303, 58.213, 16.661, 47.221, 47.229, 52.891, 
100000, 1000, 10, FCFS, 0.024, 37.703, 37.712, 42.970, 42.985, 43.340, 
100000, 1000, 100, RR, 0.023, 15.101, 15.109, 37.063, 37.076, 42.717, 
100000, 1000, 100, FCFS, 0.052, 24.238, 24.246, 30.185, 30.188, 30.533, 
100000, 1000, 1000, RR, 0.015, 26.605, 26.613, 51.515, 51.523, 60.118, 
100000, 1000, 1000, FCFS, 0.028, 18.724, 18.747, 33.751, 33.773, 40.051, 
100000, 1000, 10000, RR, 0.015, 29.365, 29.374, 34.873, 34.882, 45.170, 
100000, 1000, 10000, FCFS, 0.043, 10.623, 10.625, 61.873, 61.876, 63.288, 
100000, 1000, 100000, RR, 0.022, 28.609, 28.631, 34.358, 42.189, 59.172, 
100000, 1000, 100000, FCFS, 0.022, 18.729, 18.732, 35.335, 35.339, 67.131, 
100000, 1000, 1000000, RR, 0.017, 20.466, 20.470, 38.701, 85.859, 238.081, 
100000, 1000, 1000000, FCFS, 0.035, 24.490, 24.495, 31.101, 31.105, 158.241, 
100000, 10000, 10, RR, 0.034, 34.428, 49.708, 80.200, 48.518, 54.471, 
100000, 10000, 10, FCFS, 0.068, 20.264, 20.271, 185.050, 185.072, 185.425, 
100000, 10000, 100, RR, 0.050, 30.100, 40.782, 68.674, 36.009, 44.880, 
100000, 10000, 100, FCFS, 0.049, 8.868, 8.875, 153.880, 153.886, 154.306, 
100000, 10000, 1000, RR, 0.018, 39.175, 47.069, 65.829, 44.673, 52.375, 
100000, 10000, 1000, FCFS, 0.048, 38.805, 38.809, 116.649, 116.654, 117.065, 
100000, 10000, 10000, RR, 0.058, 27.948, 52.064, 83.798, 43.534, 50.386, 
100000, 10000, 10000, FCFS, 0.067, 28.096, 28.119, 65.102, 65.108, 70.969, 
100000, 10000, 100000, RR, 0.027, 43.794, 69.151, 89.601, 79.239, 95.301, 
100000, 10000, 100000, FCFS, 0.023, 47.230, 47.233, 134.920, 134.924, 154.071, 
100000, 10000, 1000000, RR, 0.015, 26.771, 77.300, 103.106, 125.592, 257.134, 
100000, 10000, 1000000, FCFS, 0.035, 27.278, 27.303, 114.656, 114.660, 263.577, 
100000, 100000, 10, RR, 0.015, 27.213, 129.889, 327.122, 42.440, 48.245, 
100000, 100000, 10, FCFS, 0.024, 28.578, 28.585, 1064.963, 1064.966, 1065.350, 
100000, 100000, 100, RR, 0.014, 29.160, 200.225, 418.354, 48.607, 55.669, 
100000, 100000, 100, FCFS, 0.028, 26.841, 26.846, 902.464, 902.467, 902.778, 
100000, 100000, 1000, RR, 0.016, 20.125, 143.772, 364.686, 34.431, 39.600, 
100000, 100000, 1000, FCFS, 0.020, 13.097, 13.099, 1212.601, 1212.608, 1213.004, 
100000, 100000, 10000, RR, 0.038, 45.062, 154.519, 408.943, 52.574, 58.233, 
100000, 100000, 10000, FCFS, 0.181, 43.752, 43.774, 955.513, 955.517, 960.044, 
100000, 100000, 100000, RR, 0.090, 35.670, 198.117, 371.034, 78.272, 103.942, 
100000, 100000, 100000, FCFS, 0.025, 35.509, 35.515, 1088.745, 1088.749, 1115.693, 
100000, 100000, 1000000, RR, 0.016, 30.273, 337.660, 518.359, 347.893, 501.650, 
100000, 100000, 1000000, FCFS, 0.020, 43.906, 43.927, 743.707, 743.710, 881.261, 
100000, 1000000, 10, RR, 0.017, 17.258, 1208.357, 3208.365, 22.517, 32.514, 
100000, 1000000, 10, FCFS, 0.019, 34.484, 34.490, 10950.145, 10950.153, 10950.602, 
100000, 1000000, 100, RR, 0.022, 48.155, 1245.325, 3267.888, 56.430, 66.263, 
100000, 1000000, 100, FCFS, 0.022, 18.549, 18.570, 11472.941, 11472.945, 11473.365, 
100000, 1000000, 1000, RR, 0.033, 34.347, 1287.018, 3178.787, 42.265, 51.415, 
100000, 1000000, 1000, FCFS, 0.024, 34.226, 34.249, 10768.588, 10768.591, 10772.356, 
100000, 1000000, 10000, RR, 0.016, 21.705, 1182.829, 3274.411, 29.040, 34.535, 
100000, 1000000, 10000, FCFS, 0.028, 22.581, 22.588, 10924.238, 10924.241, 10925.990, 
100000, 1000000, 100000, RR, 0.027, 37.943, 1276.734, 3151.144, 58.553, 85.036, 
100000, 1000000, 100000, FCFS, 0.052, 37.029, 37.051, 10946.329, 10946.333, 10965.424, 
100000, 1000000, 1000000, RR, 0.044, 43.826, 1523.221, 3346.648, 364.174, 508.685, 
100000, 1000000, 1000000, FCFS, 0.018, 37.590, 37.597, 10723.717, 10723.720, 10862.344, 
1000000, 10, 10, RR, 0.015, 33.266, 33.271, 48.566, 48.577, 54.836, 
1000000, 10, 10, FCFS, 0.028, 30.949, 30.956, 33.136, 33.137, 33.371, 
1000000, 10, 100, RR, 0.016, 25.868, 25.872, 33.695, 33.721, 44.878, 
1000000, 10, 100, FCFS, 0.049, 35.548, 35.591, 36.162, 36.164, 36.358, 
1000000, 10, 1000, RR, 0.056, 39.053, 39.071, 44.900, 44.909, 52.463, 
1000000, 10, 1000, FCFS, 0.021, 25.619, 25.622, 26.001, 26.003, 27.449, 
1000000, 10, 10000, RR, 0.015, 29.801, 29.805, 35.484, 35.486, 41.488, 
1000000, 10, 10000, FCFS, 0.023, 23.328, 23.334, 47.208, 47.230, 52.292, 
1000000, 10, 100000, RR, 0.016, 24.400, 24.406, 30.361, 40.461, 57.144, 
1000000, 10, 100000, FCFS, 0.023, 22.787, 22.790, 34.880, 34.886, 51.497, 
1000000, 10, 1000000, RR, 0.047, 35.496, 35.502, 41.081, 64.665, 231.666, 
1000000, 10, 1000000, FCFS, 0.029, 33.501, 33.504, 33.947, 34.009, 182.570, 
1000000, 100, 10, RR, 0.023, 43.026, 43.050, 48.724, 48.732, 54.436, 
1000000, 100, 10, FCFS, 0.040, 30.414, 30.422, 36.442, 36.444, 36.723, 
1000000, 100, 100, RR, 0.027, 45.347, 45.352, 51.993, 52.006, 64.450, 
1000000, 100, 100, FCFS, 0.020, 36.807, 36.829, 39.364, 39.385, 39.642, 
1000000, 100, 1000, RR, 0.069, 24.320, 24.344, 32.552, 32.554, 46.427, 
1000000, 100, 1000, FCFS, 0.097, 14.037, 14.075, 21.038, 21.076, 32.872, 
1000000, 100, 10000, RR, 0.047, 15.698, 15.707, 22.467, 22.490, 29.709, 
1000000, 100, 10000, FCFS, 0.071, 28.393, 28.410, 41.724, 41.731, 49.905, 
1000000, 100, 100000, RR, 0.031, 25.046, 25.073, 43.898, 47.286, 70.953, 
1000000, 100, 100000, FCFS, 0.020, 8.985, 8.987, 32.536, 32.564, 52.124, 
1000000, 100, 1000000, RR, 0.068, 31.692, 31.700, 37.535, 66.351, 194.418, 
1000000, 100, 1000000, FCFS, 0.042, 38.154, 38.160, 48.642, 48.680, 177.869, 
1000000, 1000, 10, RR, 0.018, 37.077, 37.082, 46.106, 46.109, 51.427, 
1000000, 1000, 10, FCFS, 0.070, 29.849, 29.855, 36.748, 36.754, 39.514, 
1000000, 1000, 100, RR, 0.029, 22.197, 22.206, 29.557, 29.566, 38.523, 
1000000, 1000, 100, FCFS, 0.029, 36.622, 36.629, 69.638, 69.645, 70.020, 
1000000, 1000, 1000, RR, 0.026, 48.309, 48.318, 54.009, 54.016, 68.516, 
1000000, 1000, 1000, FCFS, 0.070, 31.896, 31.922, 39.768, 39.788, 40.109, 
1000000, 1000, 10000, RR, 0.015, 41.093, 41.118, 54.053, 54.079, 59.907, 
1000000, 1000, 10000, FCFS, 0.022, 14.166, 14.174, 33.516, 33.524, 37.941, 
1000000, 1000, 100000, RR, 0.021, 36.178, 36.185, 41.939, 44.414, 63.856, 
1000000, 1000, 100000, FCFS, 0.020, 27.248, 27.253, 65.316, 65.319, 84.759, 
1000000, 1000, 1000000, RR, 0.058, 42.002, 42.022, 49.257, 77.675, 202.706, 
1000000, 1000, 1000000, FCFS, 0.018, 20.430, 20.439, 51.440, 51.469, 183.295, 
1000000, 10000, 10, RR, 0.022, 16.645, 34.376, 59.396, 21.986, 27.807, 
1000000, 10000, 10, FCFS, 0.018, 30.237, 30.266, 116.776, 116.779, 117.078, 
1000000, 10000, 100, RR, 0.013, 31.054, 45.390, 69.165, 41.844, 47.338, 
1000000, 10000, 100, FCFS, 0.034, 32.850, 32.873, 96.596, 96.617, 104.497, 
1000000, 10000, 1000, RR, 0.041, 34.473, 53.063, 69.812, 46.060, 56.530, 
1000000, 10000, 1000, FCFS, 0.039, 20.395, 20.416, 112.890, 112.894, 113.230, 
1000000, 10000, 10000, RR, 0.019, 46.537, 62.823, 90.366, 51.663, 56.966, 
1000000, 10000, 10000, FCFS, 0.026, 37.166, 37.173, 105.101, 105.104, 107.580, 
1000000, 10000, 100000, RR, 0.031, 32.728, 72.420, 110.488, 82.194, 102.063, 
1000000, 10000, 100000, FCFS, 0.033, 7.854, 7.859, 157.662, 157.666, 180.358, 
1000000, 10000, 1000000, RR, 0.016, 23.982, 45.455, 72.201, 107.666, 268.585, 
1000000, 10000, 1000000, FCFS, 0.056, 8.683, 8.696, 143.680, 143.687, 276.295, 
1000000, 100000, 10, RR, 0.027, 27.036, 170.243, 380.152, 46.140, 52.505, 
1000000, 100000, 10, FCFS, 0.028, 33.074, 33.077, 994.826, 994.852, 999.688, 
1000000, 100000, 100, RR, 0.030, 33.870, 172.818, 378.278, 39.281, 57.810, 
1000000, 100000, 100, FCFS, 0.021, 27.797, 27.804, 1089.388, 1089.398, 1089.874, 
1000000, 100000, 1000, RR, 0.046, 27.499, 158.848, 392.085, 37.161, 42.765, 
1000000, 100000, 1000, FCFS, 0.041, 23.324, 23.328, 983.454, 983.458, 984.000, 
1000000, 100000, 10000, RR, 0.017, 39.035, 137.198, 377.555, 44.447, 58.961, 
1000000, 100000, 10000, FCFS, 0.041, 42.596, 42.604, 1031.136, 1031.140, 1036.434, 
1000000, 100000, 100000, RR, 0.027, 39.971, 148.599, 349.303, 66.806, 82.905, 
1000000, 100000, 100000, FCFS, 0.026, 20.584, 20.592, 1143.281, 1143.285, 1158.606, 
1000000, 100000, 1000000, RR, 0.060, 16.185, 294.352, 538.479, 308.119, 454.329, 
1000000, 100000, 1000000, FCFS, 0.041, 10.279, 10.286, 923.301, 923.305, 1067.004, 
1000000, 1000000, 10, RR, 0.016, 29.840, 1291.576, 3239.008, 42.242, 50.133, 
1000000, 1000000, 10, FCFS, 0.023, 20.223, 20.231, 9743.949, 9743.989, 9752.201, 
1000000, 1000000, 100, RR, 0.075, 25.437, 1251.460, 3287.826, 40.787, 46.925, 
1000000, 1000000, 100, FCFS, 0.023, 39.625, 39.632, 10308.271, 10308.274, 10308.585, 
1000000, 1000000, 1000, RR, 0.016, 44.530, 1235.646, 3299.804, 50.458, 60.880, 
1000000, 1000000, 1000, FCFS, 0.031, 25.541, 25.545, 10103.867, 10103.872, 10104.277, 
1000000, 1000000, 10000, RR, 0.017, 31.548, 1357.566, 3558.158, 44.788, 55.464, 
1000000, 1000000, 10000, FCFS, 0.021, 30.797, 30.819, 10274.681, 10274.702, 10276.104, 
1000000, 1000000, 100000, RR, 0.043, 42.884, 1438.803, 3545.822, 70.216, 86.451, 
1000000, 1000000, 100000, FCFS, 0.029, 26.327, 26.333, 10328.518, 10328.525, 10340.929, 
1000000, 1000000, 1000000, RR, 0.020, 40.986, 1678.689, 3720.525, 338.845, 485.956, 
1000000, 1000000, 1000000, FCFS, 0.042, 34.014, 34.036, 10301.116, 10301.124, 10439.245, 
